filename,expected_screen,predicted_screen,is_correct,confidence,processing_time,detection_method,machine_type
F41_production_1.jpg,Production,Main,False,0.5,57.8288848400116,legacy_fallback,F41
F41_production_2.jpg,Production,Production,True,0.3005642047047574,0.6483380794525146,hog_svm_v3.0,F41
F41_production_3.jpg,Production,Temperature,False,0.3439419952582443,0.4856529235839844,hog_svm_v3.0,F41
F41_temp_1.jpg,Temperature,Temperature,True,0.5956968088776856,0.48123836517333984,hog_svm_v3.0,F41
F41_temp_2.jpg,Temperature,Temperature,True,0.5236525662867965,0.4951798915863037,hog_svm_v3.0,F41
F41_temp_3.jpg,Temperature,Temperature,True,0.571531725821576,0.4459247589111328,hog_svm_v3.0,F41
F42_Overview_1.jpg,Overview,Overview,True,0.38224274459097085,0.4337124824523926,hog_svm_v3.0,F42
F42_Overview_2.jpg,Overview,Overview,True,0.4463943015360457,0.4445531368255615,hog_svm_v3.0,F42
F42_Plasticizer_1.jpg,Plasticizer,Plasticizer,True,0.3207617858673633,0.4701061248779297,hog_svm_v3.0,F42
F42_Plasticizer_2.jpg,Plasticizer,Plasticizer,True,0.32144770216195434,0.4363882541656494,hog_svm_v3.0,F42
F42_Plasticizer_3.jpg,Plasticizer,Plasticizer,True,0.32334083778220396,0.4273858070373535,hog_svm_v3.0,F42
F42_setting_1.jpg,Setup,Setup,True,0.40165315790878303,0.4743831157684326,hog_svm_v3.0,F42
F42_setting_2.jpg,Setup,Setup,True,0.33256111406322963,0.5119264125823975,hog_svm_v3.0,F42
F42_temp_1.jpg,Temperature,Temperature,True,0.7117295385101472,0.5200815200805664,hog_svm_v3.0,F41
F42_temp_2.jpg,Temperature,Temperature,True,0.7628109212190651,0.43169236183166504,hog_svm_v3.0,F41
F42_temp_3.jpg,Temperature,Temperature,True,0.5911656372667545,0.4457077980041504,hog_svm_v3.0,F41
F42_tracking_1.jpg,Tracking,Main,False,0.5,0.4333937168121338,legacy_fallback,F41
F42_tracking_2.jpg,Tracking,Tracking,True,0.400586216617692,0.4443089962005615,hog_svm_v3.0,F42
F42_tracking_3.jpg,Tracking,Main,False,0.5,0.4474821090698242,legacy_fallback,F41
F41_production_1.jpg,Production,Main,False,0.5,0.45452260971069336,legacy_fallback,F41
F41_production_2.jpg,Production,Production,True,0.3005642047047574,0.44977831840515137,hog_svm_v3.0,F41
F41_production_3.jpg,Production,Temperature,False,0.3439419952582443,0.43855977058410645,hog_svm_v3.0,F41
F41_temp_1.jpg,Temperature,Temperature,True,0.5956968088776856,0.4342029094696045,hog_svm_v3.0,F41
F41_temp_2.jpg,Temperature,Temperature,True,0.5236525662867965,0.42648768424987793,hog_svm_v3.0,F41
F41_temp_3.jpg,Temperature,Temperature,True,0.571531725821576,0.42986059188842773,hog_svm_v3.0,F41
F42_Overview_1.jpg,Overview,Overview,True,0.38224274459097085,0.4474618434906006,hog_svm_v3.0,F42
F42_Overview_2.jpg,Overview,Overview,True,0.4463943015360457,0.4317498207092285,hog_svm_v3.0,F42
F42_Plasticizer_1.jpg,Plasticizer,Plasticizer,True,0.3207617858673633,0.42237019538879395,hog_svm_v3.0,F42
F42_Plasticizer_2.jpg,Plasticizer,Plasticizer,True,0.32144770216195434,0.4336402416229248,hog_svm_v3.0,F42
F42_Plasticizer_3.jpg,Plasticizer,Plasticizer,True,0.32334083778220396,0.44008564949035645,hog_svm_v3.0,F42
F42_setting_1.jpg,Setup,Setup,True,0.40165315790878303,0.43723559379577637,hog_svm_v3.0,F42
F42_setting_2.jpg,Setup,Setup,True,0.33256111406322963,0.4455595016479492,hog_svm_v3.0,F42
F42_temp_1.jpg,Temperature,Temperature,True,0.7117295385101472,0.4354829788208008,hog_svm_v3.0,F41
F42_temp_2.jpg,Temperature,Temperature,True,0.7628109212190651,0.4451909065246582,hog_svm_v3.0,F41
F42_temp_3.jpg,Temperature,Temperature,True,0.5911656372667545,0.4473729133605957,hog_svm_v3.0,F41
F42_tracking_1.jpg,Tracking,Main,False,0.5,0.44491124153137207,legacy_fallback,F41
F42_tracking_2.jpg,Tracking,Tracking,True,0.400586216617692,0.4448373317718506,hog_svm_v3.0,F42
F42_tracking_3.jpg,Tracking,Main,False,0.5,0.42992472648620605,legacy_fallback,F41
