filename,expected_screen,predicted_screen,is_correct,confidence,processing_time,detection_method,machine_type
F41_production_1.jpg,Production,Production,True,0.5986942077100832,0.44757556915283203,hog_svm_v3.0,F41
F41_production_2.jpg,Production,Production,True,0.5871276665818819,0.4326655864715576,hog_svm_v3.0,F41
F41_production_3.jpg,Production,Production,True,0.6045684802965019,0.44492053985595703,hog_svm_v3.0,F41
F41_temp_1.jpg,Temperature,Temperature,True,0.660927020319522,0.4486525058746338,hog_svm_v3.0,F41
F41_temp_2.jpg,Temperature,Temperature,True,0.44651928552517184,0.4398915767669678,hog_svm_v3.0,F41
F41_temp_3.jpg,Temperature,Temperature,True,0.6616172288999175,0.42800092697143555,hog_svm_v3.0,F41
F42_Overview_1.jpg,Overview,Overview,True,0.5183528595242707,0.43462395668029785,hog_svm_v3.0,F41
F42_Overview_2.jpg,Overview,Overview,True,0.5160648588214773,0.42710280418395996,hog_svm_v3.0,F41
F42_Plasticizer_1.jpg,Plasticizer,Plasticizer,True,0.6081938835753073,0.438615083694458,hog_svm_v3.0,F41
F42_Plasticizer_2.jpg,Plasticizer,Plasticizer,True,0.6041274941925198,0.41602015495300293,hog_svm_v3.0,F41
F42_Plasticizer_3.jpg,Plasticizer,Plasticizer,True,0.6146293969379074,0.45348405838012695,hog_svm_v3.0,F41
F42_setting_1.jpg,Setup,Setup,True,0.5539235170175125,0.44397950172424316,hog_svm_v3.0,F41
F42_setting_2.jpg,Setup,Setup,True,0.5511946669280195,0.4199802875518799,hog_svm_v3.0,F41
F42_temp_1.jpg,Temperature,Temperature,True,0.6558496473986768,0.42592310905456543,hog_svm_v3.0,F41
F42_temp_2.jpg,Temperature,Temperature,True,0.6558956288951608,0.49249863624572754,hog_svm_v3.0,F41
F42_temp_3.jpg,Temperature,Temperature,True,0.6565957053749086,0.4458191394805908,hog_svm_v3.0,F41
F42_tracking_1.jpg,Tracking,Tracking,True,0.5617797425823282,0.42411351203918457,hog_svm_v3.0,F41
F42_tracking_2.jpg,Tracking,Tracking,True,0.5617591527410618,0.42068052291870117,hog_svm_v3.0,F41
F42_tracking_3.jpg,Tracking,Tracking,True,0.5587081280745804,0.455873966217041,hog_svm_v3.0,F41
F41_production_1.jpg,Production,Production,True,0.5986942077100832,0.42317843437194824,hog_svm_v3.0,F41
F41_production_2.jpg,Production,Production,True,0.5871276665818819,0.41515636444091797,hog_svm_v3.0,F41
F41_production_3.jpg,Production,Production,True,0.6045684802965019,0.4212822914123535,hog_svm_v3.0,F41
F41_temp_1.jpg,Temperature,Temperature,True,0.660927020319522,0.42064619064331055,hog_svm_v3.0,F41
F41_temp_2.jpg,Temperature,Temperature,True,0.44651928552517184,0.4274427890777588,hog_svm_v3.0,F41
F41_temp_3.jpg,Temperature,Temperature,True,0.6616172288999175,0.42484450340270996,hog_svm_v3.0,F41
F42_Overview_1.jpg,Overview,Overview,True,0.5183528595242707,0.4430201053619385,hog_svm_v3.0,F41
F42_Overview_2.jpg,Overview,Overview,True,0.5160648588214773,0.437380313873291,hog_svm_v3.0,F41
F42_Plasticizer_1.jpg,Plasticizer,Plasticizer,True,0.6081938835753073,0.425095796585083,hog_svm_v3.0,F41
F42_Plasticizer_2.jpg,Plasticizer,Plasticizer,True,0.6041274941925198,0.42984652519226074,hog_svm_v3.0,F41
F42_Plasticizer_3.jpg,Plasticizer,Plasticizer,True,0.6146293969379074,0.4243309497833252,hog_svm_v3.0,F41
F42_setting_1.jpg,Setup,Setup,True,0.5539235170175125,0.43235087394714355,hog_svm_v3.0,F41
F42_setting_2.jpg,Setup,Setup,True,0.5511946669280195,0.411376953125,hog_svm_v3.0,F41
F42_temp_1.jpg,Temperature,Temperature,True,0.6558496473986768,0.4528369903564453,hog_svm_v3.0,F41
F42_temp_2.jpg,Temperature,Temperature,True,0.6558956288951608,0.4180576801300049,hog_svm_v3.0,F41
F42_temp_3.jpg,Temperature,Temperature,True,0.6565957053749086,0.4718499183654785,hog_svm_v3.0,F41
F42_tracking_1.jpg,Tracking,Tracking,True,0.5617797425823282,0.4398019313812256,hog_svm_v3.0,F41
F42_tracking_2.jpg,Tracking,Tracking,True,0.5617591527410618,0.4185669422149658,hog_svm_v3.0,F41
F42_tracking_3.jpg,Tracking,Tracking,True,0.5587081280745804,0.4419097900390625,hog_svm_v3.0,F41
